Source_tissue,Target_tissue,cytokine_description,cytokine_ensemlb,cytokine_genename,cytokine_uniprot,Receptor_description,Receptor_ensembl,Receptor_genename,Receptor_uniprot,reference,action_sentiment,num_papers,enrichment_score,chains
salivary gland,MAIT T-cell,Transmembrane serine protease 13,ENSG00000137747,TMPRSS13,Q9BYE2,Macrophage stimulating 1 receptor,ENSG00000164078,MST1R,Q04912,NA,NA,NA,NA,salivary gland-->TMPRSS13-->MST1R-->MAIT T-cell
salivary gland,memory B-cell,TNF superfamily member 13,ENSG00000161955,TNFSF13,O75888,TNF receptor superfamily member 17,ENSG00000048462,TNFRSF17,Q02223,NA,NA,NA,NA,salivary gland-->TNFSF13-->TNFRSF17-->memory B-cell
salivary gland,memory B-cell,TNF superfamily member 13,ENSG00000161955,TNFSF13,O75888,TNF receptor superfamily member 13B,ENSG00000240505,TNFRSF13B,O14836,NA,NA,NA,NA,salivary gland-->TNFSF13-->TNFRSF13B-->memory B-cell
salivary gland,memory CD4 T-cell,Interleukin 19,ENSG00000142224,IL19,Q9UHD0,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,salivary gland-->IL19-->IL20RA-->memory CD4 T-cell
salivary gland,naive B-cell,TNF superfamily member 13,ENSG00000161955,TNFSF13,O75888,TNF receptor superfamily member 17,ENSG00000048462,TNFRSF17,Q02223,NA,NA,NA,NA,salivary gland-->TNFSF13-->TNFRSF17-->naive B-cell
salivary gland,naive B-cell,TNF superfamily member 13,ENSG00000161955,TNFSF13,O75888,TNF receptor superfamily member 13B,ENSG00000240505,TNFRSF13B,O14836,NA,NA,NA,NA,salivary gland-->TNFSF13-->TNFRSF13B-->naive B-cell
salivary gland,neutrophil,TNF superfamily member 13,ENSG00000161955,TNFSF13,O75888,Syndecan 2,ENSG00000169439,SDC2,P34741,NA,NA,NA,NA,salivary gland-->TNFSF13-->SDC2-->neutrophil
salivary gland,neutrophil,C-X-C motif chemokine ligand 5,ENSG00000163735,CXCL5,P42830,C-X-C motif chemokine receptor 1,ENSG00000163464,CXCR1,P25024,NA,NA,NA,NA,salivary gland-->CXCL5-->CXCR1-->neutrophil
salivary gland,neutrophil,C-X-C motif chemokine ligand 5,ENSG00000163735,CXCL5,P42830,C-X-C motif chemokine receptor 2,ENSG00000180871,CXCR2,P25025,NA,NA,NA,NA,salivary gland-->CXCL5-->CXCR2-->neutrophil
salivary gland,NK-cell,C-C motif chemokine ligand 28,ENSG00000151882,CCL28,Q9NRJ3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,salivary gland-->CCL28-->ACKR2-->NK-cell
salivary gland,placenta,C-C motif chemokine ligand 28,ENSG00000151882,CCL28,Q9NRJ3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,salivary gland-->CCL28-->ACKR2-->placenta
salivary gland,plasmacytoid DC,Interferon lambda 3,ENSG00000197110,IFNL3,Q8IZI9,Interferon lambda receptor 1,ENSG00000185436,IFNLR1,Q8IU57,NA,NA,NA,NA,salivary gland-->IFNL3-->IFNLR1-->plasmacytoid DC
salivary gland,skeletal muscle,TNF superfamily member 13,ENSG00000161955,TNFSF13,O75888,TNF receptor superfamily member 13B,ENSG00000240505,TNFRSF13B,O14836,NA,NA,NA,NA,salivary gland-->TNFSF13-->TNFRSF13B-->skeletal muscle
salivary gland,skin 1,Transmembrane serine protease 13,ENSG00000137747,TMPRSS13,Q9BYE2,Macrophage stimulating 1 receptor,ENSG00000164078,MST1R,Q04912,NA,NA,NA,NA,salivary gland-->TMPRSS13-->MST1R-->skin 1
salivary gland,skin 1,Interleukin 19,ENSG00000142224,IL19,Q9UHD0,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,salivary gland-->IL19-->IL20RA-->skin 1
salivary gland,skin 1,Interleukin 19,ENSG00000142224,IL19,Q9UHD0,Interleukin 20 receptor subunit beta,ENSG00000174564,IL20RB,Q6UXL0,NA,NA,NA,NA,salivary gland-->IL19-->IL20RB-->skin 1
salivary gland,T-reg,C-C motif chemokine ligand 28,ENSG00000151882,CCL28,Q9NRJ3,C-C motif chemokine receptor 10,ENSG00000184451,CCR10,P46092,NA,NA,NA,NA,salivary gland-->CCL28-->CCR10-->T-reg
salivary gland,thyroid gland,TNF superfamily member 13,ENSG00000161955,TNFSF13,O75888,Syndecan 2,ENSG00000169439,SDC2,P34741,NA,NA,NA,NA,salivary gland-->TNFSF13-->SDC2-->thyroid gland
seminal vesicle,esophagus,Interleukin 20,ENSG00000162891,IL20,Q9NYY1,Interleukin 20 receptor subunit beta,ENSG00000174564,IL20RB,Q6UXL0,NA,NA,NA,NA,seminal vesicle-->IL20-->IL20RB-->esophagus
seminal vesicle,memory CD4 T-cell,Interleukin 20,ENSG00000162891,IL20,Q9NYY1,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,seminal vesicle-->IL20-->IL20RA-->memory CD4 T-cell
seminal vesicle,pancreas,Interleukin 20,ENSG00000162891,IL20,Q9NYY1,Interleukin 22 receptor subunit alpha 1,ENSG00000142677,IL22RA1,Q8N6P7,NA,NA,NA,NA,seminal vesicle-->IL20-->IL22RA1-->pancreas
seminal vesicle,skin 1,Interleukin 20,ENSG00000162891,IL20,Q9NYY1,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,seminal vesicle-->IL20-->IL20RA-->skin 1
seminal vesicle,skin 1,Interleukin 20,ENSG00000162891,IL20,Q9NYY1,Interleukin 20 receptor subunit beta,ENSG00000174564,IL20RB,Q6UXL0,NA,NA,NA,NA,seminal vesicle-->IL20-->IL20RB-->skin 1
skeletal muscle,esophagus,Epidermal growth factor,ENSG00000138798,EGF,P01133,EPH receptor A2,ENSG00000142627,EPHA2,P29317,NA,NA,NA,NA,skeletal muscle-->EGF-->EPHA2-->esophagus
skeletal muscle,gdT-cell,Epidermal growth factor,ENSG00000138798,EGF,P01133,Erb-b2 receptor tyrosine kinase 2,ENSG00000141736,ERBB2,P04626,NA,NA,NA,NA,skeletal muscle-->EGF-->ERBB2-->gdT-cell
skeletal muscle,gdT-cell,Platelet derived growth factor subunit A,ENSG00000197461,PDGFA,P04085,Platelet derived growth factor receptor beta,ENSG00000113721,PDGFRB,P09619,NA,NA,NA,NA,skeletal muscle-->PDGFA-->PDGFRB-->gdT-cell
skeletal muscle,NK-cell,Epidermal growth factor,ENSG00000138798,EGF,P01133,AXL receptor tyrosine kinase,ENSG00000167601,AXL,P30530,NA,NA,NA,NA,skeletal muscle-->EGF-->AXL-->NK-cell
skeletal muscle,non-classical monocyte,Platelet derived growth factor subunit A,ENSG00000197461,PDGFA,P04085,Platelet derived growth factor receptor beta,ENSG00000113721,PDGFRB,P09619,NA,NA,NA,NA,skeletal muscle-->PDGFA-->PDGFRB-->non-classical monocyte
skeletal muscle,ovary,Platelet derived growth factor subunit A,ENSG00000197461,PDGFA,P04085,Platelet derived growth factor receptor alpha,ENSG00000134853,PDGFRA,P16234,NA,NA,NA,NA,skeletal muscle-->PDGFA-->PDGFRA-->ovary
skeletal muscle,plasmacytoid DC,Epidermal growth factor,ENSG00000138798,EGF,P01133,EPH receptor A2,ENSG00000142627,EPHA2,P29317,NA,NA,NA,NA,skeletal muscle-->EGF-->EPHA2-->plasmacytoid DC
skeletal muscle,plasmacytoid DC,Epidermal growth factor,ENSG00000138798,EGF,P01133,AXL receptor tyrosine kinase,ENSG00000167601,AXL,P30530,NA,NA,NA,NA,skeletal muscle-->EGF-->AXL-->plasmacytoid DC
skin 1,bone marrow,C-X-C motif chemokine ligand 14,ENSG00000145824,CXCL14,O95715,C-X-C motif chemokine receptor 4,ENSG00000121966,CXCR4,P61073,NA,NA,NA,NA,skin 1-->CXCL14-->CXCR4-->bone marrow
skin 1,bone marrow,Interleukin 18,ENSG00000150782,IL18,Q14116,Interleukin 18 receptor accessory protein,ENSG00000115607,IL18RAP,O95256,NA,NA,NA,NA,skin 1-->IL18-->IL18RAP-->bone marrow
skin 1,brain,Interleukin 37,ENSG00000125571,IL37,Q9NZH6,Interleukin 1 receptor accessory protein like 1,ENSG00000169306,IL1RAPL1,Q9NZN1,NA,NA,NA,NA,skin 1-->IL37-->IL1RAPL1-->brain
skin 1,brain,Interleukin 1 family member 10,ENSG00000136697,IL1F10,Q8WWZ1,Interleukin 1 receptor accessory protein like 1,ENSG00000169306,IL1RAPL1,Q9NZN1,NA,NA,NA,NA,skin 1-->IL1F10-->IL1RAPL1-->brain
skin 1,brain,Interleukin 1 family member 10,ENSG00000136697,IL1F10,Q8WWZ1,Interleukin 1 receptor accessory protein like 2,ENSG00000189108,IL1RAPL2,Q9NP60,NA,NA,NA,NA,skin 1-->IL1F10-->IL1RAPL2-->brain
skin 1,brain,Interleukin 18,ENSG00000150782,IL18,Q14116,Interleukin 1 receptor accessory protein like 1,ENSG00000169306,IL1RAPL1,Q9NZN1,NA,NA,NA,NA,skin 1-->IL18-->IL1RAPL1-->brain
skin 1,eosinophil,Interleukin 9,ENSG00000145839,IL9,P15248,Interleukin 9 receptor,ENSG00000124334,IL9R,Q01113,NA,NA,NA,NA,skin 1-->IL9-->IL9R-->eosinophil
skin 1,eosinophil,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,skin 1-->CCL27-->ACKR2-->eosinophil
skin 1,gallbladder,Transmembrane serine protease 13,ENSG00000137747,TMPRSS13,Q9BYE2,Macrophage stimulating 1 receptor,ENSG00000164078,MST1R,Q04912,NA,NA,NA,NA,skin 1-->TMPRSS13-->MST1R-->gallbladder
skin 1,intermediate monocyte,Interleukin 34,ENSG00000157368,IL34,Q6ZMJ4,Colony stimulating factor 1 receptor,ENSG00000182578,CSF1R,P07333,NA,NA,NA,NA,skin 1-->IL34-->CSF1R-->intermediate monocyte
skin 1,intestine,Transmembrane serine protease 13,ENSG00000137747,TMPRSS13,Q9BYE2,Macrophage stimulating 1 receptor,ENSG00000164078,MST1R,Q04912,NA,NA,NA,NA,skin 1-->TMPRSS13-->MST1R-->intestine
skin 1,liver,Interleukin 1 family member 10,ENSG00000136697,IL1F10,Q8WWZ1,Single Ig and TIR domain containing,ENSG00000185187,SIGIRR,Q6IA17,NA,NA,NA,NA,skin 1-->IL1F10-->SIGIRR-->liver
skin 1,lung,Interleukin 37,ENSG00000125571,IL37,Q9NZH6,Interleukin 18 receptor 1,ENSG00000115604,IL18R1,Q13478,NA,NA,NA,NA,skin 1-->IL37-->IL18R1-->lung
skin 1,lung,Interleukin 18,ENSG00000150782,IL18,Q14116,Interleukin 18 receptor 1,ENSG00000115604,IL18R1,Q13478,NA,NA,NA,NA,skin 1-->IL18-->IL18R1-->lung
skin 1,MAIT T-cell,Transmembrane serine protease 13,ENSG00000137747,TMPRSS13,Q9BYE2,Macrophage stimulating 1 receptor,ENSG00000164078,MST1R,Q04912,NA,NA,NA,NA,skin 1-->TMPRSS13-->MST1R-->MAIT T-cell
skin 1,NK-cell,Interleukin 37,ENSG00000125571,IL37,Q9NZH6,Interleukin 18 receptor 1,ENSG00000115604,IL18R1,Q13478,NA,NA,NA,NA,skin 1-->IL37-->IL18R1-->NK-cell
skin 1,NK-cell,Interleukin 18,ENSG00000150782,IL18,Q14116,Interleukin 18 receptor 1,ENSG00000115604,IL18R1,Q13478,NA,NA,NA,NA,skin 1-->IL18-->IL18R1-->NK-cell
skin 1,NK-cell,Interleukin 18,ENSG00000150782,IL18,Q14116,Interleukin 18 receptor accessory protein,ENSG00000115607,IL18RAP,O95256,NA,NA,NA,NA,skin 1-->IL18-->IL18RAP-->NK-cell
skin 1,NK-cell,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,skin 1-->CCL27-->ACKR2-->NK-cell
skin 1,non-classical monocyte,Interleukin 34,ENSG00000157368,IL34,Q6ZMJ4,Colony stimulating factor 1 receptor,ENSG00000182578,CSF1R,P07333,NA,NA,NA,NA,skin 1-->IL34-->CSF1R-->non-classical monocyte
skin 1,placenta,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,skin 1-->CCL27-->ACKR2-->placenta
skin 1,plasmacytoid DC,Interferon lambda 3,ENSG00000197110,IFNL3,Q8IZI9,Interferon lambda receptor 1,ENSG00000185436,IFNLR1,Q8IU57,NA,NA,NA,NA,skin 1-->IFNL3-->IFNLR1-->plasmacytoid DC
skin 1,salivary gland,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,skin 1-->CCL27-->ACKR2-->salivary gland
skin 1,T-reg,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,C-C motif chemokine receptor 10,ENSG00000184451,CCR10,P46092,NA,NA,NA,NA,skin 1-->CCL27-->CCR10-->T-reg
skin 1,urinary bladder,Interleukin 9,ENSG00000145839,IL9,P15248,Interleukin 9 receptor,ENSG00000124334,IL9R,Q01113,NA,NA,NA,NA,skin 1-->IL9-->IL9R-->urinary bladder
T-reg,brain,Fms related tyrosine kinase 3 ligand,ENSG00000090554,FLT3LG,P49771,Fms related tyrosine kinase 3,ENSG00000122025,FLT3,P36888,NA,NA,NA,NA,T-reg-->FLT3LG-->FLT3-->brain
T-reg,eosinophil,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,T-reg-->CCL27-->ACKR2-->eosinophil
T-reg,MAIT T-cell,Interleukin 23 subunit alpha,ENSG00000110944,IL23A,Q9NPF7,Interleukin 23 receptor,ENSG00000162594,IL23R,Q5VWK5,NA,NA,NA,NA,T-reg-->IL23A-->IL23R-->MAIT T-cell
T-reg,memory CD4 T-cell,Interleukin 26,ENSG00000111536,IL26,Q9NPH9,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,T-reg-->IL26-->IL20RA-->memory CD4 T-cell
T-reg,myeloid DC,Fms related tyrosine kinase 3 ligand,ENSG00000090554,FLT3LG,P49771,Fms related tyrosine kinase 3,ENSG00000122025,FLT3,P36888,NA,NA,NA,NA,T-reg-->FLT3LG-->FLT3-->myeloid DC
T-reg,NK-cell,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,T-reg-->CCL27-->ACKR2-->NK-cell
T-reg,placenta,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,T-reg-->CCL27-->ACKR2-->placenta
T-reg,plasmacytoid DC,Fms related tyrosine kinase 3 ligand,ENSG00000090554,FLT3LG,P49771,Fms related tyrosine kinase 3,ENSG00000122025,FLT3,P36888,NA,NA,NA,NA,T-reg-->FLT3LG-->FLT3-->plasmacytoid DC
T-reg,salivary gland,C-C motif chemokine ligand 27,ENSG00000213927,CCL27,Q9Y4X3,Atypical chemokine receptor 2,ENSG00000144648,ACKR2,O00590,NA,NA,NA,NA,T-reg-->CCL27-->ACKR2-->salivary gland
T-reg,skin 1,Interleukin 26,ENSG00000111536,IL26,Q9NPH9,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,T-reg-->IL26-->IL20RA-->skin 1
testis,adipose tissue,TNF superfamily member 4,ENSG00000117586,TNFSF4,P23510,TNF receptor superfamily member 4,ENSG00000186827,TNFRSF4,P43489,NA,NA,NA,NA,testis-->TNFSF4-->TNFRSF4-->adipose tissue
testis,basophil,Interleukin 5,ENSG00000113525,IL5,P05113,Interleukin 5 receptor subunit alpha,ENSG00000091181,IL5RA,Q01344,NA,NA,NA,NA,testis-->IL5-->IL5RA-->basophil
testis,basophil,Interleukin 5,ENSG00000113525,IL5,P05113,Colony stimulating factor 2 receptor beta common subunit,ENSG00000100368,CSF2RB,P32927,NA,NA,NA,NA,testis-->IL5-->CSF2RB-->basophil
testis,brain,Interleukin 31,ENSG00000204671,IL31,Q6EBC2,Interleukin 31 receptor A,ENSG00000164509,IL31RA,Q8NI17,NA,NA,NA,NA,testis-->IL31-->IL31RA-->brain
testis,classical monocyte,Interleukin 13,ENSG00000169194,IL13,P35225,Interleukin 13 receptor subunit alpha 1,ENSG00000131724,IL13RA1,P78552,NA,NA,NA,NA,testis-->IL13-->IL13RA1-->classical monocyte
testis,classical monocyte,Interleukin 31,ENSG00000204671,IL31,Q6EBC2,Interleukin 31 receptor A,ENSG00000164509,IL31RA,Q8NI17,NA,NA,NA,NA,testis-->IL31-->IL31RA-->classical monocyte
testis,eosinophil,Interleukin 5,ENSG00000113525,IL5,P05113,Interleukin 5 receptor subunit alpha,ENSG00000091181,IL5RA,Q01344,NA,NA,NA,NA,testis-->IL5-->IL5RA-->eosinophil
testis,eosinophil,Interleukin 13,ENSG00000169194,IL13,P35225,Interleukin 13 receptor subunit alpha 1,ENSG00000131724,IL13RA1,P78552,NA,NA,NA,NA,testis-->IL13-->IL13RA1-->eosinophil
testis,MAIT T-cell,Interleukin 23 subunit alpha,ENSG00000110944,IL23A,Q9NPF7,Interleukin 23 receptor,ENSG00000162594,IL23R,Q5VWK5,NA,NA,NA,NA,testis-->IL23A-->IL23R-->MAIT T-cell
testis,memory CD4 T-cell,TNF superfamily member 4,ENSG00000117586,TNFSF4,P23510,TNF receptor superfamily member 4,ENSG00000186827,TNFRSF4,P43489,NA,NA,NA,NA,testis-->TNFSF4-->TNFRSF4-->memory CD4 T-cell
testis,myeloid DC,Interleukin 13,ENSG00000169194,IL13,P35225,Interleukin 13 receptor subunit alpha 1,ENSG00000131724,IL13RA1,P78552,NA,NA,NA,NA,testis-->IL13-->IL13RA1-->myeloid DC
testis,myeloid DC,Interleukin 31,ENSG00000204671,IL31,Q6EBC2,Interleukin 31 receptor A,ENSG00000164509,IL31RA,Q8NI17,NA,NA,NA,NA,testis-->IL31-->IL31RA-->myeloid DC
testis,neutrophil,Interleukin 5,ENSG00000113525,IL5,P05113,Colony stimulating factor 2 receptor beta common subunit,ENSG00000100368,CSF2RB,P32927,NA,NA,NA,NA,testis-->IL5-->CSF2RB-->neutrophil
testis,neutrophil,Interleukin 13,ENSG00000169194,IL13,P35225,Interleukin 13 receptor subunit alpha 1,ENSG00000131724,IL13RA1,P78552,NA,NA,NA,NA,testis-->IL13-->IL13RA1-->neutrophil
testis,placenta,Interleukin 5,ENSG00000113525,IL5,P05113,Colony stimulating factor 2 receptor beta common subunit,ENSG00000100368,CSF2RB,P32927,NA,NA,NA,NA,testis-->IL5-->CSF2RB-->placenta
testis,plasmacytoid DC,Interferon lambda 2,ENSG00000183709,IFNL2,Q8IZJ0,Interferon lambda receptor 1,ENSG00000185436,IFNLR1,Q8IU57,NA,NA,NA,NA,testis-->IFNL2-->IFNLR1-->plasmacytoid DC
testis,plasmacytoid DC,Interferon lambda 3,ENSG00000197110,IFNL3,Q8IZI9,Interferon lambda receptor 1,ENSG00000185436,IFNLR1,Q8IU57,NA,NA,NA,NA,testis-->IFNL3-->IFNLR1-->plasmacytoid DC
testis,T-reg,TNF superfamily member 4,ENSG00000117586,TNFSF4,P23510,TNF receptor superfamily member 4,ENSG00000186827,TNFRSF4,P43489,NA,NA,NA,NA,testis-->TNFSF4-->TNFRSF4-->T-reg
testis,tongue,Interleukin 31,ENSG00000204671,IL31,Q6EBC2,Interleukin 31 receptor A,ENSG00000164509,IL31RA,Q8NI17,NA,NA,NA,NA,testis-->IL31-->IL31RA-->tongue
thyroid gland,adipose tissue,C-X-C motif chemokine ligand 11,ENSG00000169248,CXCL11,O14625,Atypical chemokine receptor 1 (Duffy blood group),ENSG00000213088,ACKR1,Q16570,NA,NA,NA,NA,thyroid gland-->CXCL11-->ACKR1-->adipose tissue
thyroid gland,basophil,C-X-C motif chemokine ligand 9,ENSG00000138755,CXCL9,Q07325,C-C motif chemokine receptor 3,ENSG00000183625,CCR3,P51677,NA,NA,NA,NA,thyroid gland-->CXCL9-->CCR3-->basophil
thyroid gland,basophil,C-X-C motif chemokine ligand 11,ENSG00000169248,CXCL11,O14625,C-C motif chemokine receptor 3,ENSG00000183625,CCR3,P51677,NA,NA,NA,NA,thyroid gland-->CXCL11-->CCR3-->basophil
thyroid gland,eosinophil,C-X-C motif chemokine ligand 9,ENSG00000138755,CXCL9,Q07325,C-C motif chemokine receptor 3,ENSG00000183625,CCR3,P51677,NA,NA,NA,NA,thyroid gland-->CXCL9-->CCR3-->eosinophil
thyroid gland,eosinophil,C-X-C motif chemokine ligand 11,ENSG00000169248,CXCL11,O14625,C-C motif chemokine receptor 3,ENSG00000183625,CCR3,P51677,NA,NA,NA,NA,thyroid gland-->CXCL11-->CCR3-->eosinophil
thyroid gland,plasmacytoid DC,C-X-C motif chemokine ligand 9,ENSG00000138755,CXCL9,Q07325,C-X-C motif chemokine receptor 3,ENSG00000186810,CXCR3,P49682,NA,NA,NA,NA,thyroid gland-->CXCL9-->CXCR3-->plasmacytoid DC
thyroid gland,plasmacytoid DC,C-X-C motif chemokine ligand 11,ENSG00000169248,CXCL11,O14625,C-X-C motif chemokine receptor 3,ENSG00000186810,CXCR3,P49682,NA,NA,NA,NA,thyroid gland-->CXCL11-->CXCR3-->plasmacytoid DC
tongue,classical monocyte,Interleukin 17A,ENSG00000112115,IL17A,Q16552,Interleukin 17 receptor C,ENSG00000163702,IL17RC,Q8NAC3,NA,NA,NA,NA,tongue-->IL17A-->IL17RC-->classical monocyte
tongue,memory CD4 T-cell,Interleukin 26,ENSG00000111536,IL26,Q9NPH9,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,tongue-->IL26-->IL20RA-->memory CD4 T-cell
tongue,myeloid DC,Interleukin 17A,ENSG00000112115,IL17A,Q16552,Interleukin 17 receptor C,ENSG00000163702,IL17RC,Q8NAC3,NA,NA,NA,NA,tongue-->IL17A-->IL17RC-->myeloid DC
tongue,neutrophil,Interleukin 17A,ENSG00000112115,IL17A,Q16552,Interleukin 17 receptor A,ENSG00000177663,IL17RA,Q96F46,NA,NA,NA,NA,tongue-->IL17A-->IL17RA-->neutrophil
tongue,neutrophil,Interleukin 1 alpha,ENSG00000115008,IL1A,P01583,Interleukin 1 receptor type 2,ENSG00000115590,IL1R2,P27930,NA,NA,NA,NA,tongue-->IL1A-->IL1R2-->neutrophil
tongue,neutrophil,Interleukin 1 alpha,ENSG00000115008,IL1A,P01583,Interleukin 1 receptor type 1,ENSG00000115594,IL1R1,P14778,NA,NA,NA,NA,tongue-->IL1A-->IL1R1-->neutrophil
tongue,neutrophil,Interleukin 1 receptor antagonist,ENSG00000136689,IL1RN,P18510,Interleukin 1 receptor type 1,ENSG00000115594,IL1R1,P14778,NA,NA,NA,NA,tongue-->IL1RN-->IL1R1-->neutrophil
tongue,NK-cell,TNF superfamily member 18,ENSG00000120337,TNFSF18,Q9UNG2,TNF receptor superfamily member 18,ENSG00000186891,TNFRSF18,Q9Y5U5,NA,NA,NA,NA,tongue-->TNFSF18-->TNFRSF18-->NK-cell
tongue,skin 1,Interleukin 26,ENSG00000111536,IL26,Q9NPH9,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,tongue-->IL26-->IL20RA-->skin 1
tongue,skin 1,TNF superfamily member 18,ENSG00000120337,TNFSF18,Q9UNG2,TNF receptor superfamily member 18,ENSG00000186891,TNFRSF18,Q9Y5U5,NA,NA,NA,NA,tongue-->TNFSF18-->TNFRSF18-->skin 1
tongue,skin 1,Interleukin 36 receptor antagonist,ENSG00000136695,IL36RN,Q9UBH0,Interleukin 1 receptor like 2,ENSG00000115598,IL1RL2,Q9HB29,NA,NA,NA,NA,tongue-->IL36RN-->IL1RL2-->skin 1
tongue,T-reg,C-C motif chemokine ligand 1,ENSG00000108702,CCL1,P22362,C-C motif chemokine receptor 8,ENSG00000179934,CCR8,P51685,NA,NA,NA,NA,tongue-->CCL1-->CCR8-->T-reg
tongue,urinary bladder,C-C motif chemokine ligand 1,ENSG00000108702,CCL1,P22362,C-C motif chemokine receptor 8,ENSG00000179934,CCR8,P51685,NA,NA,NA,NA,tongue-->CCL1-->CCR8-->urinary bladder
urinary bladder,classical monocyte,Interleukin 17A,ENSG00000112115,IL17A,Q16552,Interleukin 17 receptor C,ENSG00000163702,IL17RC,Q8NAC3,NA,NA,NA,NA,urinary bladder-->IL17A-->IL17RC-->classical monocyte
urinary bladder,classical monocyte,Interleukin 17F,ENSG00000112116,IL17F,Q96PD4,Interleukin 17 receptor C,ENSG00000163702,IL17RC,Q8NAC3,NA,NA,NA,NA,urinary bladder-->IL17F-->IL17RC-->classical monocyte
urinary bladder,memory B-cell,Interferon alpha 1,ENSG00000197919,IFNA1,P01562,Complement C3d receptor 2,ENSG00000117322,CR2,P20023,NA,NA,NA,NA,urinary bladder-->IFNA1-->CR2-->memory B-cell
urinary bladder,memory CD4 T-cell,Interleukin 26,ENSG00000111536,IL26,Q9NPH9,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,urinary bladder-->IL26-->IL20RA-->memory CD4 T-cell
urinary bladder,memory CD4 T-cell,Interleukin 22,ENSG00000127318,IL22,Q9GZX6,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,urinary bladder-->IL22-->IL20RA-->memory CD4 T-cell
urinary bladder,myeloid DC,Interleukin 17A,ENSG00000112115,IL17A,Q16552,Interleukin 17 receptor C,ENSG00000163702,IL17RC,Q8NAC3,NA,NA,NA,NA,urinary bladder-->IL17A-->IL17RC-->myeloid DC
urinary bladder,myeloid DC,Interleukin 17F,ENSG00000112116,IL17F,Q96PD4,Interleukin 17 receptor C,ENSG00000163702,IL17RC,Q8NAC3,NA,NA,NA,NA,urinary bladder-->IL17F-->IL17RC-->myeloid DC
urinary bladder,naive B-cell,Interferon alpha 1,ENSG00000197919,IFNA1,P01562,Complement C3d receptor 2,ENSG00000117322,CR2,P20023,NA,NA,NA,NA,urinary bladder-->IFNA1-->CR2-->naive B-cell
urinary bladder,neutrophil,Interleukin 17A,ENSG00000112115,IL17A,Q16552,Interleukin 17 receptor A,ENSG00000177663,IL17RA,Q96F46,NA,NA,NA,NA,urinary bladder-->IL17A-->IL17RA-->neutrophil
urinary bladder,pancreas,Interleukin 22,ENSG00000127318,IL22,Q9GZX6,Interleukin 22 receptor subunit alpha 1,ENSG00000142677,IL22RA1,Q8N6P7,NA,NA,NA,NA,urinary bladder-->IL22-->IL22RA1-->pancreas
urinary bladder,skin 1,Interleukin 26,ENSG00000111536,IL26,Q9NPH9,Interleukin 20 receptor subunit alpha,ENSG00000016402,IL20RA,Q9UHF4,NA,NA,NA,NA,urinary bladder-->IL26-->IL20RA-->skin 1
